Job Number,Filepath,Planning Enforcement Reference Number,Address,Date,Document Type,BS7666UPRN,Easting,Northing
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Five Heads Farm, Five Heads Road, Horndean, PO8 9NZ_AA-Z-.pdf",AA/Z-,"Five Heads Farm, Five Heads Road, Horndean, PO8 9NZ",21/03/1985,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Parcel 2856 Crouch Lane, Horndean, Hampshire, PO8 9SU_F22986-10.pdf",F22986/10,"Parcel 2856 Crouch Lane, Horndean, Hampshire, PO8 9SU",04/04/1985,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Parcel 2856 Crouch Lane, Horndean, Hampshire, PO8 9SU_T-APP-M1710-C-84-2626-P6.pdf",T/APP/M1710/C/84/2626/P6,"Parcel 2856 Crouch Lane, Horndean, Hampshire, PO8 9SU",04/04/1985,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\FIVE OAKS, QUEENS ROAD, LONGMOOR, LIPHOOK_KK-MK-12-9-201.pdf",KK/MK/12/9/201,"FIVE OAKS, QUEENS ROAD, LONGMOOR, LIPHOOK",17/09/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\FIVE OAKS, QUEENS ROAD, LONGMOOR, LIPHOOK_KK-MK-12-9-201_00001.pdf",KK/MK/12/9/201,"FIVE OAKS, QUEENS ROAD, LONGMOOR, LIPHOOK",03/07/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Plot 40 Hamilton Close-Mill Chase Road, Bordon, Hampshire, GU35 0UD_F21110-21.pdf",F21110/21,"Plot 40 Hamilton Close/Mill Chase Road, Bordon, Hampshire, GU35 0UD",02/03/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Hillcrest, Hollywater Road, Whitehill, GU35 0AD_F20562-2.pdf",F20562/2,"Hillcrest, Hollywater Road, Whitehill, GU35 0AD",19/03/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\91 SOUTHVIEW RISE, ALTON_DB-MK-12-9-195.pdf",DB/MK/12/9/195,"91 SOUTHVIEW RISE, ALTON",14/03/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Longmoor Trout Farm, Liphook, GU30 7NY_F26250-3.pdf",F26250/3,"Longmoor Trout Farm, Liphook, GU30 7NY",27/02/1986,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Hollybank, Passfield Common, Liphook, Hampshire, GU30 7SA_JF-CT-F.20782-7-ENF.pdf",JF/CT/F.20782/7/ENF,"Hollybank, Passfield Common, Liphook, Hampshire, GU30 7SA",11/01/1985,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Fordlands, Brislands Lane, Four Marks, Alton, Hampshire, GU34 5AE_T-APP-M1710-C-84-843-P6.pdf",T/APP/M1710/C/84/843/P6,"Fordlands, Brislands Lane, Four Marks, Alton, Hampshire, GU34 5AE",23/01/1986,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Bowyers Methodist Chapel, Farnham Road, Steep Marsh, Petersfield, Hampshire, GU32 2BB_PT-DLB-12-9-192.pdf",PT/DLB/12/9/192,"Bowyers Methodist Chapel, Farnham Road, Steep Marsh, Petersfield, Hampshire, GU32 2BB",31/01/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Bowyers Methodist Chapel, Farnham Road, Steep Marsh, Petersfield, Hampshire_F24438.pdf",F24438,"Bowyers Methodist Chapel, Farnham Road, Steep Marsh, Petersfield, Hampshire",01/02/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Bowyers Methodist Chapel, Farnham Road, Steep Marsh, Petersfield, Hampshire_F24438_00001.pdf",F24438,"Bowyers Methodist Chapel, Farnham Road, Steep Marsh, Petersfield, Hampshire",01/02/1984,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Robinswood, Lith Avenue, Catherington Lith, Horndean, Hampshire_KK-NG-12-9-191.pdf",KK/NG/12/9/191,"Robinswood, Lith Avenue, Catherington Lith, Horndean, Hampshire",12/12/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\249 London Road, Horndean, PO8 0HW_F.20911-4.pdf",F.20911/4,"249 London Road, Horndean, PO8 0HW",14/11/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\The Caravan, West of Meadowsweet, Catherington Lith, Horndean_PE 1106.pdf",PE 1106,"The Caravan, West of Meadowsweet, Catherington Lith, Horndean",06/05/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Pylon View, Lith Avenue, Catherington Lith, Horndean, Hampshire, PO8 0HA_F22820-I.pdf",F22820/I,"Pylon View, Lith Avenue, Catherington Lith, Horndean, Hampshire, PO8 0HA",09/05/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Spring Cottage, 15 Mint Road, Liss Forest, Liss, Hampshire, GU33 7BQ_RGC-CR-F21673.pdf",RGC/CR/F21673,"Spring Cottage, 15 Mint Road, Liss Forest, Liss, Hampshire, GU33 7BQ",14/10/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\15 MINT ROAD, LISS_DB-MK-12-9-186.pdf",DB/MK/12/9/186,"15 MINT ROAD, LISS",12/10/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\15 Mint Road, Liss, Hampshire, GU33 7BQ_F21673.pdf",F21673,"15 Mint Road, Liss, Hampshire, GU33 7BQ",26/05/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\21 CHILTLEY LANE, LIPHOOK_T-APP-5236-C-83-2872-3-PE2.pdf",T/APP/5236/C/83/2872-3/PE2,"21 CHILTLEY LANE, LIPHOOK",06/04/1984,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\42 Catherington Lane, Horndean, PO8 9JA_DB-NG-12-9-184.pdf",DB/NG/12/9/184,"42 Catherington Lane, Horndean, PO8 9JA",02/02/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Bannbridge Farm, Bentworth_T-APP-5236-C-82-3568-PE2.pdf",T/APP/5236/C/82/3568/PE2,"Bannbridge Farm, Bentworth",07/11/1983,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Studwell Yard, Priors Lane, Monkwood, Ropley, Alresford_DB-ME-12-9-178.pdf",DB/ME/12/9/178,"Studwell Yard, Priors Lane, Monkwood, Ropley, Alresford",15/12/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\8 Cross and Pillory Lane, Alton, Hampshire, GU34 1HL_APP-5236-F-82-76.pdf",APP/5236/F/82/76,"8 Cross and Pillory Lane, Alton, Hampshire, GU34 1HL",12/03/1984,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Olivers Farm, Lindford, Bordon, Hampshire, GU35 0NX_F20662-2.pdf",F20662/2,"Olivers Farm, Lindford, Bordon, Hampshire, GU35 0NX",04/11/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\60 Victory Avenue, Horndean, Portsmouth, Hampshire, PO8 9PJ_PRD1890.pdf",PRD1890,"60 Victory Avenue, Horndean, Portsmouth, Hampshire, PO8 9PJ",04/11/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\10 Abbey Road, Medstead, GU34 5PB_APP-5236-C-82-3590-1.pdf",APP/5236/C/82/3590-1,"10 Abbey Road, Medstead, GU34 5PB",04/11/1982,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\10 ABBEY ROAD, MEDSTEAD, ALTON_F23887-2.pdf",F23887/2,"10 ABBEY ROAD, MEDSTEAD, ALTON",17/01/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\WATERSPLASH, HIGH STREET, MEDSTEAD, ALTON, HAMPSHIRE_PT-NG.pdf",PT/NG,"WATERSPLASH, HIGH STREET, MEDSTEAD, ALTON, HAMPSHIRE",21/10/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\The Warren, Priors Dean, Alton, Hampshire, GU32 1BW_PRD 1645.pdf",PRD 1645,"The Warren, Priors Dean, Alton, Hampshire, GU32 1BW",27/07/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Pitlark Farm, Stancombe Broad Lane, Medstead, Hampshire, GU34 5QD_C182-3111.pdf",C182/3111,"Pitlark Farm, Stancombe Broad Lane, Medstead, Hampshire, GU34 5QD",29/11/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Field No 283, Farnham Road, West Liss, GU33 6LE_CW-SJ-F.27086 (Enf).pdf",CW/SJ/F.27086 (Enf),"Field No 283, Farnham Road, West Liss, GU33 6LE",21/10/1982,Planning Enforcement Appeal Decision,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Nine Acres, Church Road, Bramshott, Liphook, GU30 7SH_DZ-ME.pdf",DZ/ME,"Nine Acres, Church Road, Bramshott, Liphook, GU30 7SH",14/05/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Southview Farm, Duck Pond Lane, Blendworth_F.26710-1.pdf",F.26710/1,"Southview Farm, Duck Pond Lane, Blendworth",20/06/1983,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Village Green at Standford Hill, Standford, Headley_DZ-ME-12-9-171.pdf",DZ/ME/12/9/171,"Village Green at Standford Hill, Standford, Headley",30/03/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Village Green, 177 Off Standford Hill, Standford, Headley_PE 977.pdf",PE 977,"Village Green, 177 Off Standford Hill, Standford, Headley",31/03/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\5 Davies Road, Moreton, Gloscestershire, GL56 0HR_DZ-DLB.pdf",DZ/DLB,"5 Davies Road, Moreton, Gloscestershire, GL56 0HR",15/03/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\Exeter House, Petersfield Road, Monkwood, Alresford, SO24 0HB_F23690-2.pdf",F23690/2,"Exeter House, Petersfield Road, Monkwood, Alresford, SO24 0HB",01/02/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices Jan 82 to June 85 20\LAND ADJOINING COOMBE DELL, ALTON LANE, FOUR MARKS_DZ-ME.pdf",DZ/ME,"LAND ADJOINING COOMBE DELL, ALTON LANE, FOUR MARKS",28/01/1982,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\The Old Rookery, New Odiham Road, Alton, Hampshire, GU34 4DR_PW.S-12-9-49.pdf",PW.S/12/9/49,"The Old Rookery, New Odiham Road, Alton, Hampshire, GU34 4DR",08/12/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\60 Green Lane, Clanfield, PO8 0LG_APP-5236-C-77-149.pdf",APP/5236/C/77/149,"60 Green Lane, Clanfield, PO8 0LG",08/12/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Lynchborough, Passfield, Liphook, GU30 7SB_CGW-JCB-PRD.pdf",CGW/JCB/PRD,"Lynchborough, Passfield, Liphook, GU30 7SB",06/12/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\1 Vectis Close, Four Marks, GU34 5AB_CGW-JCB-ALR.pdf",CGW/JCB/ALR,"1 Vectis Close, Four Marks, GU34 5AB",19/11/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\63 Chiltley Lane, Liphook, GU30 7HJ_COW-CAH-PRD.pdf",COW/CAH/PRD,"63 Chiltley Lane, Liphook, GU30 7HJ",13/08/1976,Planning Enforcement Notice,10090972013,484910.77,131188.43
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\The Junction of Forest Road and Heathcote Road, Bordon, GU35 0BJ_CGW-GAVALR.pdf",CGW/GAVALR,"The Junction of Forest Road and Heathcote Road, Bordon, GU35 0BJ",23/07/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Caravan, White Pit, Dean Barn, Buriton, Petersfield, GU31 5SL_PW.S-12-9-41.pdf",PW.S/12/9/41,"Caravan, White Pit, Dean Barn, Buriton, Petersfield, GU31 5SL",09/07/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\The Croft, Paice Lane, Medstead, GU34 5PT_PW.S-12-9-30.pdf",PW.S/12/9/30,"The Croft, Paice Lane, Medstead, GU34 5PT",29/04/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Lower Mead, Liphook Road, Bordon, GU35 9AF_PW S-12-9-39.pdf",PW S/12/9/39,"Lower Mead, Liphook Road, Bordon, GU35 9AF",20/07/1977,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Kennels - Lordsbury, Upper Anstey Lane, Alton_PW.S-12-9-36.pdf",PW.S/12/9/36,"Kennels - Lordsbury, Upper Anstey Lane, Alton",26/04/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\93 Chalton Village, Near Horndean, Hampshire, PO8 0BG_PW.S-12-9-37.pdf",PW.S/12/9/37,"93 Chalton Village, Near Horndean, Hampshire, PO8 0BG",02/04/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Caravan, Forest Den, Lasham Wood, Lasham, Alton_XXV11-14.pdf",XXV11/14,"Caravan, Forest Den, Lasham Wood, Lasham, Alton",30/03/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Binns Cottage, Oakhanger Road, Bordon, GU35 9HT_PW.S-12-9-33.pdf",PW.S/12/9/33,"Binns Cottage, Oakhanger Road, Bordon, GU35 9HT",12/03/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Lith Cottage, The Downs, Horndean, PO8 0EZ_PW.S-12-9-34.pdf",PW.S/12/9/34,"Lith Cottage, The Downs, Horndean, PO8 0EZ",27/02/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\4 Parish Cottages, East Worldham, GU34 3AT_PW.S-12-9-32.pdf",PW.S/12/9/32,"4 Parish Cottages, East Worldham, GU34 3AT",25/02/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Riverside Farm, Hollywater Road, Passfield, Liphook, Hampshire, GU30 7RS_CB-JCB-F.pdf",CB/JCB/F,"Riverside Farm, Hollywater Road, Passfield, Liphook, Hampshire, GU30 7RS",13/02/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\4 Parish Cottages, East Worldham, GU34 3AT_CGW-SL-F.pdf",CGW/SL/F,"4 Parish Cottages, East Worldham, GU34 3AT",04/02/1976,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Laurel Farm, Grosvenor Road, Medstead, Alton, Hampshire_KK-CAWAM79368.pdf",KK/CAWAM79368,"Laurel Farm, Grosvenor Road, Medstead, Alton, Hampshire",31/12/1975,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\38 ACKENDER ROAD, ALTON_PW.S-12-9-29.pdf",PW.S/12/9/29,"38 ACKENDER ROAD, ALTON",31/10/1975,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Roads and Footpaths Off Fullers Road, Holt Pound, GU10 4DF_WCAH-F.pdf",WCAH/F,"Roads and Footpaths Off Fullers Road, Holt Pound, GU10 4DF",30/10/1975,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\3E ACKENDER ROAD, ALTON_PW.S-12-9-29.pdf",PW.S/12/9/29,"3E ACKENDER ROAD, ALTON",08/10/1975,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\17 South Lane, Clanfield, PO8 0RA_KK-OAH-P0.pdf",KK/OAH/P0,"17 South Lane, Clanfield, PO8 0RA",08/10/1975,Planning Enforcement Notice,,,
JN24960,"Box 24_Client Box 24\ENF Notices up to Dec 76\Basingstoke Electro Plating Company, Devon Road, Bordon, Hampshire_S-12-9-21 - Mr. Wheeler..pdf",S/12/9/21 - Mr. Wheeler.,"Basingstoke Electro Plating Company, Devon Road, Bordon, Hampshire",02/10/1975,Planning Enforcement Notice,,,
