Job Number,Filepath,Address,Date,BS7666UPRN,Easting,Northing
JN24960,"Box 03_Client Box 03\Section 106 Agreement June 92 to Nov 93 7B\TANKERDALE FARM, STEEP AND SUSSEX ROAD GOLF COURSE_21-09-1992.pdf","TANKERDALE FARM, STEEP AND SUSSEX ROAD GOLF COURSE",21/09/92,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement June 92 to Nov 93 7B\THE ESTATE WORKSHOP, SELBORNE_16-06-1993.pdf","THE ESTATE WORKSHOP, SELBORNE",16/06/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement June 92 to Nov 93 7B\THE OAST HOUSE, MILL COURT_10-11-1992.pdf","THE OAST HOUSE, MILL COURT",10/11/92,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement June 92 to Nov 93 7B\THE OLD BARN, MEDSTEAD_11-08-1992.pdf","THE OLD BARN, MEDSTEAD",11/08/92,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement June 92 to Nov 93 7B\THE RETREAT, PASSFIELD COMMON, LIPHOOK_24-05-1993.pdf","THE RETREAT, PASSFIELD COMMON, LIPHOOK",24/05/93,,,
JN24960,Box 03_Client Box 03\Section 106 Agreement June 92 to Nov 93 7B\UPPER PARSONAGE FARM EAST MEON IN HAMPSHIRE_27-01-1993.pdf,UPPER PARSONAGE FARM EAST MEON IN HAMPSHIRE,27/01/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement June 92 to Nov 93 7B\WESTEND LODGE, GOATACRE ROAD_30-06-1993.pdf","WESTEND LODGE, GOATACRE ROAD",30/06/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\1 CHURCH CLOSE, SOUTH LANE, CLANFIELD, WATERLOOVILLE, PO8 0XL_31-03-1995.pdf","1 CHURCH CLOSE, SOUTH LANE, CLANFIELD, WATERLOOVILLE, PO8 0XL",31/03/95,1710104266,469722.31,116841.34
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\1 KNIGHTSFIELD, BOROUGH ROAD, PETERSFIELD, GU32 3NQ_06-02-1996.pdf","1 KNIGHTSFIELD, BOROUGH ROAD, PETERSFIELD, GU32 3NQ",06/02/96,1710030774,474389.75,123240.44
JN24960,Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\10 OXFORD STREET SOUTHAMPTON SO14 3DJ_15-06-1995.pdf,10 OXFORD STREET SOUTHAMPTON SO14 3DJ,15/06/95,,,
JN24960,Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\247 FRATTON ROAD PORTSMOUTH HAMPSHIRE_20-12-1995.pdf,247 FRATTON ROAD PORTSMOUTH HAMPSHIRE,20/12/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\25 HILLSIDE CLOSE, HEADLEY DOWN_26-04-1995.pdf","25 HILLSIDE CLOSE, HEADLEY DOWN",26/04/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\26-30 NORMANDY STREET, ALTON, GU34 1BX_19-09-1995.pdf","26-30 NORMANDY STREET, ALTON, GU34 1BX",19/09/95,,,
JN24960,Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\27 HAMMERSMITH GROVE LONDON W6 7EN_09-10-1995.pdf,27 HAMMERSMITH GROVE LONDON W6 7EN,09/10/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\30 HIGH STREET, ALTON, GU34 1BN_19-09-1995.pdf","30 HIGH STREET, ALTON, GU34 1BN",19/09/95,1710020542,471786.34,139407.96
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\4-5 HIGH STREET, PETERSFIELD_03-02-1995.pdf","4/5 HIGH STREET, PETERSFIELD",03/02/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\8 HOLT END LANE, BENTWORTH_17-07-1995.pdf","8 HOLT END LANE, BENTWORTH",17/07/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\AMERY PADDOCK, STEEPLE DRIVE-TANHOUSE LANE, ALTON, HANTS_07-02-1996.pdf","AMERY PADDOCK, STEEPLE DRIVE/TANHOUSE LANE, ALTON, HANTS",07/02/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\AVENUE FARM, LASHAM, HANTS_11-05-1995.pdf","AVENUE FARM, LASHAM, HANTS",11/05/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\BOROUGH ROAD, PETERSFIELD, GU32 3NQ_01-12-1974.pdf","BOROUGH ROAD, PETERSFIELD, GU32 3NQ",01/12/74,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\BROXHEAD FARM COTTAGES, LINDFORD ROAD, BORDON, GU35 0NY_20-03-1995.pdf","BROXHEAD FARM COTTAGES, LINDFORD ROAD, BORDON, GU35 0NY",20/03/95,10090973268,480722.00,137073.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\CAMP ROAD, BORDON, GU35 0GY_15-01-1996.pdf","CAMP ROAD, BORDON, GU35 0GY",15/01/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\CAMP ROAD, BORDON, GU35 0GY_21-12-1995.pdf","CAMP ROAD, BORDON, GU35 0GY",21/12/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\CAUSEWAY HOUSE,  CAUSEWAY, PETERSFIELD, GU31 4JS_20-12-1995.pdf","CAUSEWAY HOUSE,  CAUSEWAY, PETERSFIELD, GU31 4JS",20/12/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\CHILDERSTONE HOUSE, 20 CHILDERSTONE CLOSE, LIPHOOK, GU30 7XE_29-11-1994.pdf","CHILDERSTONE HOUSE, 20 CHILDERSTONE CLOSE, LIPHOOK, GU30 7XE",29/11/94,100060275813,484004.45,131701.61
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\CHILDERSTONE HOUSE, LONDON ROAD, LIPHOOK_01-05-1996.pdf","CHILDERSTONE HOUSE, LONDON ROAD, LIPHOOK",01/05/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\CLEMENTS FARM, WHEATLEY LANE, KINGSLEY, BORDON, GU35 9PA_20-10-1995.pdf","CLEMENTS FARM, WHEATLEY LANE, KINGSLEY, BORDON, GU35 9PA",20/10/95,1710107481,478471.39,140195.80
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\COLLEGE STREET, PETERSFIELD, GU31 4FX_28-03-1995.pdf","COLLEGE STREET, PETERSFIELD, GU31 4FX",28/03/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\CONIFER PLACE, WHITEHILL_22-03-1995.pdf","CONIFER PLACE, WHITEHILL",22/03/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\DEAN FARM, BIGHTON HILL, ROPLEY, ALRESFORD, SO24 9SQ_31-07-1995.pdf","DEAN FARM, BIGHTON HILL, ROPLEY, ALRESFORD, SO24 9SQ",31/07/95,200001069161,463146.00,132660.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\ENNERDALE ROAD, BORDON, GU35 0LQ_05-02-1996.pdf","ENNERDALE ROAD, BORDON, GU35 0LQ",05/02/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\ENNERDALE ROAD, BORDON, GU35 0LQ_10-07-1995.pdf","ENNERDALE ROAD, BORDON, GU35 0LQ",10/07/95,,,
JN24960,Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\FORMERLY PART OF HMS MERCURY EAST MEON HAMPSHIRE_29-09-1995.pdf,FORMERLY PART OF HMS MERCURY EAST MEON HAMPSHIRE,29/09/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\FRITH END, BORDON_06-03-1996.pdf","FRITH END, BORDON",06/03/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\FROGMORE LANE, LOVEDEAN_16-12-1993.pdf","FROGMORE LANE, LOVEDEAN",16/12/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\GALLEY HILL FARM, GALLEY HILL, SELBORNE, ALTON, GU34 3LN_27-03-1995.pdf","GALLEY HILL FARM, GALLEY HILL, SELBORNE, ALTON, GU34 3LN",27/03/95,1710034649,474330.00,132840.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\GLEN FARM, KINGSLEY COMMON, BORDON, HANTS_22-05-1995.pdf","GLEN FARM, KINGSLEY COMMON, BORDON, HANTS",22/05/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\GOATACRE FARM, GOATACRE ROAD, MEDSTEAD, ALTON, GU34 5PU_24-07-1995.pdf","GOATACRE FARM, GOATACRE ROAD, MEDSTEAD, ALTON, GU34 5PU",24/07/95,1710002916,464501.50,136098.70
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\GREENFIELDS AVENUE, ALTON, GU34 2ED_10-10-1995.pdf","GREENFIELDS AVENUE, ALTON, GU34 2ED",10/10/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\HIGH ACRES, WILLIS LANE, FOUR MARKS, ALTON, GU34 5AP_14-02-1996.pdf","HIGH ACRES, WILLIS LANE, FOUR MARKS, ALTON, GU34 5AP",14/02/96,1710007756,468119.50,134287.40
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\HILLBROW, SHORTHEATH COMMON OAKHANGER_21-04-1995.pdf","HILLBROW, SHORTHEATH COMMON OAKHANGER",21/04/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\HOLLY LODGE, FROXFIELD GREEN, PETERSFIELD_12-04-1995.pdf","HOLLY LODGE, FROXFIELD GREEN, PETERSFIELD",12/04/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\KIPPENCES BARN, FARNHAM ROAD, LISS, PETERSFIELD, GU33 6LD_14-11-1994.pdf","KIPPENCES BARN, FARNHAM ROAD, LISS, PETERSFIELD, GU33 6LD",14/11/94,10009814618,477750.40,128553.80
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\KITES, CRADLE LANE, BORDON, HANTS_29-03-1995.pdf","KITES, CRADLE LANE, BORDON, HANTS",29/03/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\LINSFIELD, OAKHANGER_02-01-1996.pdf","LINSFIELD, OAKHANGER",02/01/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\NEW PARK FARM, ABBEY ROAD, MEDSTEAD, ALTON, GU34 5PB_20-12-1995.pdf","NEW PARK FARM, ABBEY ROAD, MEDSTEAD, ALTON, GU34 5PB",20/12/95,100062346425,467081.49,137270.19
JN24960,Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\OAKLEIGH FARM WEST TISTED_13-06-1995.pdf,OAKLEIGH FARM WEST TISTED,13/06/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\OLD PARK FARM, FORGE ROAD, KINGSLEY, BORDON, GU35 9LU_08-08-1995.pdf","OLD PARK FARM, FORGE ROAD, KINGSLEY, BORDON, GU35 9LU",08/08/95,1710108039,479423.08,138456.57
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\PARKLANDS FARM, HAWKLEY_09-08-1995.pdf","PARKLANDS FARM, HAWKLEY",09/08/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\REDBARN FARM BUNGALOW, WIELD ROAD, MEDSTEAD_11-05-1995.pdf","REDBARN FARM BUNGALOW, WIELD ROAD, MEDSTEAD",11/05/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\SOUTH FARM, EAST MEON_13-12-1994.pdf","SOUTH FARM, EAST MEON",13/12/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\SOUTH OF CRANFORD ROAD, PETERSFIELD_21-05-1986.pdf","SOUTH OF CRANFORD ROAD, PETERSFIELD",21/05/86,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5GT_09-04-1996.pdf","WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5GT",09/04/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5GZ_09-04-1996.pdf","WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5GZ",09/04/96,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\WOLFS LANE, CHAWTON_07-06-1995.pdf","WOLFS LANE, CHAWTON",07/06/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\WOODFIELD, KINGSLEY, BORDON, GU35 9NB_04-04-1995.pdf","WOODFIELD, KINGSLEY, BORDON, GU35 9NB",04/04/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\WOOLMEAD FARM BUNGALOW, WOOLMER LANE BRAMSHOTT_28-04-1995.pdf","WOOLMEAD FARM BUNGALOW, WOOLMER LANE BRAMSHOTT",28/04/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement Nov 94 - May 96 7D\WRIGHTS YARD, ALTON_23-10-1995.pdf","WRIGHTS YARD, ALTON",23/10/95,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\10 GREEN LANE, CLANFIELD, WATERLOOVILLE, PO8 0JU_29-03-1994.pdf","10 GREEN LANE, CLANFIELD, WATERLOOVILLE, PO8 0JU",29/03/94,1710015645,470418.00,115673.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\ANNEXE, MILLCOTT HOUSE, MILL LANE, PASSFIELD, LIPHOOK, GU30 7RP_27-06-1994.pdf","ANNEXE, MILLCOTT HOUSE, MILL LANE, PASSFIELD, LIPHOOK, GU30 7RP",27/06/94,1710111697,481886.87,134034.28
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\ANSTEY ROAD GARAGE, ANSTEY ROAD, ALTON, GU34 2RD_06-01-1994.pdf","ANSTEY ROAD GARAGE, ANSTEY ROAD, ALTON, GU34 2RD",06/01/94,1710027128,472258.00,139837.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\BIRDWORLD, HOLT POUND_10-12-1993.pdf","BIRDWORLD, HOLT POUND",10/12/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\CLUB HOUSE, ALTON GOLF CLUB_10-12-1993.pdf","CLUB HOUSE, ALTON GOLF CLUB",10/12/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\ETHICHECK LTD, 5B BLACKNEST INDUSTRIAL ESTATE, BLACKNEST ROAD, BINSTED, ALTON, GU34 4PX_31-08-1994.pdf","ETHICHECK LTD, 5B BLACKNEST INDUSTRIAL ESTATE, BLACKNEST ROAD, BINSTED, ALTON, GU34 4PX",31/08/94,10094119858,479263.00,141943.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\FIRHILL PET HOTEL, WHITEHILL_20-06-1994.pdf","FIRHILL PET HOTEL, WHITEHILL",20/06/94,,,
JN24960,Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\FORMER KING GEORGES HOSPITAL SITE LIPHOOK_14-07-1994.pdf,FORMER KING GEORGES HOSPITAL SITE LIPHOOK,14/07/94,,,
JN24960,Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\FORMER KING GEORGES HOSPITAL SITE LIPHOOK_16-08-1994.pdf,FORMER KING GEORGES HOSPITAL SITE LIPHOOK,16/08/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\GREEN LANE, CLANFIELD, WATERLOOVILLE, PO8 0JU_31-03-1994.pdf","GREEN LANE, CLANFIELD, WATERLOOVILLE, PO8 0JU",31/03/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\GREENSIDE, FIRGROVE ROAD, WHITEHILL, BORDON, GU35 9EQ_27-07-1994.pdf","GREENSIDE, FIRGROVE ROAD, WHITEHILL, BORDON, GU35 9EQ",27/07/94,1710107394,478449.78,134152.08
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\GRPVE PO;FOE;D WESTPM CP,,PM TJE AVEMIE NR. ALTON HAMPSHIRE GU34 5SY_20-10-1994.pdf","GRPVE PO;FOE;D WESTPM CP,,PM TJE AVEMIE NR. ALTON HAMPSHIRE GU34 5SY",20/10/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\HUSSEYS, HUSSEYS LANE, LOWER FROYLE, ALTON, GU34 4LX_26-10-1994.pdf","HUSSEYS, HUSSEYS LANE, LOWER FROYLE, ALTON, GU34 4LX",26/10/94,200002885299,476505.00,144331.80
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\KILN HOUSE, TRUNCHEAUNTS LANE, ALTON_05-10-1994.pdf","KILN HOUSE, TRUNCHEAUNTS LANE, ALTON",05/10/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\LIVING ACCOMMODATION, THE PRINCE OF WALES, PETERSFIELD ROAD, WHITEHILL, BORDON, GU35 9BT_04-10-1994.pdf","LIVING ACCOMMODATION, THE PRINCE OF WALES, PETERSFIELD ROAD, WHITEHILL, BORDON, GU35 9BT",04/10/94,10032905455,479283.00,134203.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\LYNCHBOROUGH ROAD, PASSFIELD, LIPHOOK, GU30 7SA_25-05-1994.pdf","LYNCHBOROUGH ROAD, PASSFIELD, LIPHOOK, GU30 7SA",25/05/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\NATTERJACKS, ELMWOOD LANE, STEEP MARSH, PETERSFIELD, GU32 2BP_11-05-1994.pdf","NATTERJACKS, ELMWOOD LANE, STEEP MARSH, PETERSFIELD, GU32 2BP",11/05/94,10009814491,475494.80,125658.10
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\ORCHARD COTTAGE, PAICE LANE, MEDSTEAD, ALTON, GU34 5PT_05-09-1994.pdf","ORCHARD COTTAGE, PAICE LANE, MEDSTEAD, ALTON, GU34 5PT",05/09/94,1710002787,464720.00,135718.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\PILGRIMS WAY, HEADLEY, BORDON, GU35 8LB_14-03-1994.pdf","PILGRIMS WAY, HEADLEY, BORDON, GU35 8LB",14/03/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\PLOT 4 FOXLEYS, 10 LONDON ROAD, SHEET_07-04-1994.pdf","PLOT 4 FOXLEYS, 10 LONDON ROAD, SHEET",07/04/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\ROWLANDS FIELD, POCOCKS LANE, HAWKLEY_25-05-1994.pdf","ROWLANDS FIELD, POCOCKS LANE, HAWKLEY",25/05/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\SHRUBBS, HAMMER LANE, HEADLEY_11-01-1994.pdf","SHRUBBS, HAMMER LANE, HEADLEY",11/01/94,,,
JN24960,Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\STANCOMB FARMHOUSE STANCOMB BROAD LANE MEDSTEAD ALTON HANTS_28-10-1993.pdf,STANCOMB FARMHOUSE STANCOMB BROAD LANE MEDSTEAD ALTON HANTS,28/10/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\STANDARD GRANGE, STANDFORD_20-12-1993.pdf","STANDARD GRANGE, STANDFORD",20/12/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\SUMMERDALE FARM, HATCH LANE, LISS, GU33 7NJ_06-09-1994.pdf","SUMMERDALE FARM, HATCH LANE, LISS, GU33 7NJ",06/09/94,1710043019,479260.00,127777.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\TANGLEY HALL, THE STREET, UPPER FARRINGDON, ALTON, GU34 3DT_10-08-1994.pdf","TANGLEY HALL, THE STREET, UPPER FARRINGDON, ALTON, GU34 3DT",10/08/94,10009814885,471416.00,135068.30
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\THE COACH HOUSE, NORTHBROOK ESTATE, FARNHAM ROAD, BENTLEY, FARNHAM_09-09-1994.pdf","THE COACH HOUSE, NORTHBROOK ESTATE, FARNHAM ROAD, BENTLEY, FARNHAM",09/09/94,10032907824,480769.00,144829.00
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\THE FOREST INN, HOLT POUND, FARNHAM_08-11-1993.pdf","THE FOREST INN, HOLT POUND, FARNHAM",08/11/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\THE LAURELS, HOGMOOR ROAD, WHITEHILL_24-11-1993.pdf","THE LAURELS, HOGMOOR ROAD, WHITEHILL",24/11/93,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\THE OLD FARM, CHALTON LANE, CHALTON, WATERLOOVILLE, PO8 0BG_05-08-1994.pdf","THE OLD FARM, CHALTON LANE, CHALTON, WATERLOOVILLE, PO8 0BG",05/08/94,10009813687,472948.40,116210.90
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\VANN FARM, NEWTON VALENCE_22-07-1994.pdf","VANN FARM, NEWTON VALENCE",22/07/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\WATERFIELD HOUSE, MILL LANE, HEADLEY_20-05-1994.pdf","WATERFIELD HOUSE, MILL LANE, HEADLEY",20/05/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5HR_18-05-1994.pdf","WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5HR",18/05/94,,,
JN24960,"Box 03_Client Box 03\Section 106 Agreement October 93 - Nov 94 7C\WOOLMER FARM, BRAMSHOTT_09-06-1994.pdf","WOOLMER FARM, BRAMSHOTT",09/06/94,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\15 SHEEP STREET, PETERSFIELD IN HAMPSHIRE_01-04-1999.pdf","15 SHEEP STREET, PETERSFIELD IN HAMPSHIRE",01/04/99,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\20 NICKLEBY ROAD, CLANFIELD, WATERLOOVILLE, HAMPSHIRA, PO8 0RH_12-03-1999.pdf","20 NICKLEBY ROAD, CLANFIELD, WATERLOOVILLE, HAMPSHIRA, PO8 0RH",12/03/99,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\26-30 NORMANDY STREET AND 129-131 VICTORIA ROAD, ALTON_22-07-1998.pdf","26-30 NORMANDY STREET AND 129-131 VICTORIA ROAD, ALTON",22/07/98,,,
JN24960,Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\29 FINCHDEAN ROAD ROWLANDS CASTLE HAMPSHIRE_16-06-1999.pdf,29 FINCHDEAN ROAD ROWLANDS CASTLE HAMPSHIRE,16/06/99,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\30 ALDRIDGE CLOSE, CLANFIELD_01-11-1998.pdf","30 ALDRIDGE CLOSE, CLANFIELD",01/11/98,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\3A KING GEORGE AVENUE, PETERSFIELD_08-02-1999.pdf","3A KING GEORGE AVENUE, PETERSFIELD",08/02/99,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\ACKENDER ROAD, ALTON HAMPSHIRE_31-03-1999.pdf","ACKENDER ROAD, ALTON HAMPSHIRE",31/03/99,,,
JN24960,Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\ANDLERS ASH ROAD LISS HAMPSHIRE_21-07-1998.pdf,ANDLERS ASH ROAD LISS HAMPSHIRE,21/07/98,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\BEECH HILL FARM, BEECH HILL, HEADLEY DOWN, BORDON, HAMPSHIRE_24-09-1998.pdf","BEECH HILL FARM, BEECH HILL, HEADLEY DOWN, BORDON, HAMPSHIRE",24/09/98,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\BONA VISTA MORNINGTON ROAD, WHITEHILL, BORDON, HAMPSHIRE_11-09-1998.pdf","BONA VISTA MORNINGTON ROAD, WHITEHILL, BORDON, HAMPSHIRE",11/09/98,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\BOROUGH ROAD GARAGE SITE, PETERSFIELD, HAMPSHIRE_16-06-1999.pdf","BOROUGH ROAD GARAGE SITE, PETERSFIELD, HAMPSHIRE",16/06/99,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\BOROVERE ALLOTMENTS, ALTON IN HAMPSHIRE_09-03-1998.pdf","BOROVERE ALLOTMENTS, ALTON IN HAMPSHIRE",09/03/98,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\BROXHEAD FARM, LINDFORD IN HAMPSHIRE_24-08-1998.pdf","BROXHEAD FARM, LINDFORD IN HAMPSHIRE",24/08/98,,,
JN24960,Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\BROXHEAD TRADING ESTATE IN HAMPSHIRE_07-08-1998.pdf,BROXHEAD TRADING ESTATE IN HAMPSHIRE,07/08/98,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\CHRISTIAN MEETING ROOM, LONDON ROAD, HORNDEAN_21-01-1999.pdf","CHRISTIAN MEETING ROOM, LONDON ROAD, HORNDEAN",21/01/99,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\CHURCH FARM BARNS, PRIVETT, ALTON, HAMPSHIRE_04-02-1999.pdf","CHURCH FARM BARNS, PRIVETT, ALTON, HAMPSHIRE",04/02/99,,,
JN24960,"Box 04_Client Box 04\S.106 Agreements 1998 - June 99 7F\CHURCH STREET, ALTON IN HAMPSHIRE_16-06-1998.pdf","CHURCH STREET, ALTON IN HAMPSHIRE",16/06/98,,,
