Job Number,Filepath,Address,Date,BS7666UPRN,Easting,Northing
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\22-28 HIGH STREET, ALTON, HAMPSHIRE_19-06-2013.pdf","22-28 HIGH STREET, ALTON, HAMPSHIRE",19/06/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\31 MONKS ORCHARD, PETERSFIELD, GU32 2JD_27-09-2012.pdf","31 MONKS ORCHARD, PETERSFIELD, GU32 2JD",27/09/12,1710034181,474926.30,124386.42
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\32 LONDON ROAD, LIPHOOK, GU30 7AN_28-06-2013.pdf","32 LONDON ROAD, LIPHOOK, GU30 7AN",28/06/13,100060276860,484101.00,131812.00
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\38 TO 40 NORMANDY STREET, ALTON_21-08-2012.pdf","38 TO 40 NORMANDY STREET, ALTON",21/08/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\43 CHALTON LANE, CLANFIELD, WATERLOOVILLE, PO8 0PP_29-03-2012.pdf","43 CHALTON LANE, CLANFIELD, WATERLOOVILLE, PO8 0PP",29/03/12,100060287166,470513.00,116637.00
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\71 AND 73 NORTH LANE BURITON_09-07-2013.pdf,71 AND 73 NORTH LANE BURITON,09/07/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\76 HIGH STREET ALTON_08-06-2012.pdf,76 HIGH STREET ALTON,08/06/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\94 LONGMOOR ROAD AND LAND TO THE REAR OF 98-102 LONGMOOR ROAD, LIPHOOK_11-06-2013.pdf","94 LONGMOOR ROAD AND LAND TO THE REAR OF 98-102 LONGMOOR ROAD, LIPHOOK",11/06/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\BAKER ENGINEERING, DEVON ROAD, BORDON_11-09-2012.pdf","BAKER ENGINEERING, DEVON ROAD, BORDON",11/09/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\BEARSWOOD, PORTSMOUTH ROAD, HINDHEAD GU6 6BQ_19-12-2012.pdf","BEARSWOOD, PORTSMOUTH ROAD, HINDHEAD GU6 6BQ",19/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\BEARSWOOD, PORTSMOUTH ROAD, HINDHEAD_10-07-2012.pdf","BEARSWOOD, PORTSMOUTH ROAD, HINDHEAD",10/07/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\BENTWORTH HOUSE BENTWORTH_11-12-2012.pdf,BENTWORTH HOUSE BENTWORTH,11/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\BOROUGH ROAD, PETERSFIELD_08-06-2012.pdf","BOROUGH ROAD, PETERSFIELD",08/06/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\BOYNESWOOD YARD BOYNESWOOD LANE, MEDSTEAD, ALTON_26-07-2013.pdf","BOYNESWOOD YARD BOYNESWOOD LANE, MEDSTEAD, ALTON",26/07/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\CROFTERS FARM WILLIS LANE FOUR MARKS_05-02-2013.pdf,CROFTERS FARM WILLIS LANE FOUR MARKS,05/02/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\DEAN HOUSE, HOOK LANE, ROPLEY, ALRESFORD_29-02-2012.pdf","DEAN HOUSE, HOOK LANE, ROPLEY, ALRESFORD",29/02/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\GENTLEMAN JIM PUB, 31 RAVEN SQUARE, ALTON_08-10-2012.pdf","GENTLEMAN JIM PUB, 31 RAVEN SQUARE, ALTON",08/10/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\HARTWELL HOUSE OLD ODIHAM ROAD_18-12-2012.pdf,HARTWELL HOUSE OLD ODIHAM ROAD,18/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\HERONWOOD SOLDRIDGE ROAD, MEDSTEAD, ALTON , GU34 5JF_27-03-2013.pdf","HERONWOOD SOLDRIDGE ROAD, MEDSTEAD, ALTON , GU34 5JF",27/03/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\HIGHMEAD HOUSE OLD ODIHAM ROAD_27-03-2012.pdf,HIGHMEAD HOUSE OLD ODIHAM ROAD,27/03/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\HONEYWOOD, SCHOOL LANE, BENTLEY HAMPSHIRE GU10 5JP_07-06-2013.pdf","HONEYWOOD, SCHOOL LANE, BENTLEY HAMPSHIRE GU10 5JP",07/06/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\KELSEY'S DOCTOR'S SURGERY MILL ROAD LISS_08-03-2012.pdf,KELSEY'S DOCTOR'S SURGERY MILL ROAD LISS,08/03/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\KEYDELL NURSERIES_14-05-2013.pdf,KEYDELL NURSERIES,14/05/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT 26 BARHAM ROAD, PETERSFIELD GU32 3EX_20-12-2012.pdf","LAND AT 26 BARHAM ROAD, PETERSFIELD GU32 3EX",20/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT 78 FIVE HEADS ROAD, HORNDEAN_06-06-2013.pdf","LAND AT 78 FIVE HEADS ROAD, HORNDEAN",06/06/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT CHASE ROAD LINDFORD BORDON_21-02-2012.pdf,LAND AT CHASE ROAD LINDFORD BORDON,21/02/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT COTEHELE THE STREET UPPER FARRINGDON_13-12-2012.pdf,LAND AT COTEHELE THE STREET UPPER FARRINGDON,13/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT HAZEL COTTAGE CHASE ROAD, LINDFORD_20-03-2012.pdf","LAND AT HAZEL COTTAGE CHASE ROAD, LINDFORD",20/03/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT QUEBEC CLOSE AND HUDSON CLOSE LIPHOOK, HAMPSHIRE_15-11-2012.pdf","LAND AT QUEBEC CLOSE AND HUDSON CLOSE LIPHOOK, HAMPSHIRE",15/11/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT THE CAUSEWAY, PETERSFIELD_26-06-2012.pdf","LAND AT THE CAUSEWAY, PETERSFIELD",26/06/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT THE SHRAVE FOUR MARKS ALTON_23-08-2012.pdf,LAND AT THE SHRAVE FOUR MARKS ALTON,23/08/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT THE SHRAVE FOUR MARKS, ALTON_19-09-2013.pdf","LAND AT THE SHRAVE FOUR MARKS, ALTON",19/09/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND AT TRAFALGAR RISE CLANFIELD_14-05-2013.pdf,LAND AT TRAFALGAR RISE CLANFIELD,14/05/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND KNOWN AS DEAN HOUSE, HOOK LANE, ROPLEY, ALRESFORD, SO24 0ED_12-07-2012.pdf","LAND KNOWN AS DEAN HOUSE, HOOK LANE, ROPLEY, ALRESFORD, SO24 0ED",12/07/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND KNOWN AS OFFICES AT FOREST CENTRE NO.S 24-28 PINEHILL ROAD BORDON GU35 0TN_21-01-2013.pdf,LAND KNOWN AS OFFICES AT FOREST CENTRE NO.S 24-28 PINEHILL ROAD BORDON GU35 0TN,21/01/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LAND REAR OF 2 CRANFORD DRIVE HOLYBOURNE_02-03-2012.pdf,LAND REAR OF 2 CRANFORD DRIVE HOLYBOURNE,02/03/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LE COURT SELBORNE ROAD, GREATHAM_26-07-2013.pdf","LE COURT SELBORNE ROAD, GREATHAM",26/07/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\LOWER OXENBOURNE FARM HARVESTING LANE EAST MEON_01-03-2012.pdf,LOWER OXENBOURNE FARM HARVESTING LANE EAST MEON,01/03/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\MEDSTEAD GRANGE TRINITY HILL MEDSTEAD ALTON_29-03-2012.pdf,MEDSTEAD GRANGE TRINITY HILL MEDSTEAD ALTON,29/03/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\MOLE END WELL LANE BENTWORTH ALTON_07-02-2012.pdf,MOLE END WELL LANE BENTWORTH ALTON,07/02/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\MOORHOUSE BARN FRENSHAM LANE, CHURT_23-04-2013.pdf","MOORHOUSE BARN FRENSHAM LANE, CHURT",23/04/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\NEW BARN FARM, PARK LANE, HARCOMBE ROPLEY_04-12-2012.pdf","NEW BARN FARM, PARK LANE, HARCOMBE ROPLEY",04/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\OSU SITE, CANADA WAY, LIPHOOK, HAMPSHIRE_09-07-2013.pdf","OSU SITE, CANADA WAY, LIPHOOK, HAMPSHIRE",09/07/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\OSU SITE, CANADA WAY, LIPHOOK, HAMPSHIRE_20-06-2013.pdf","OSU SITE, CANADA WAY, LIPHOOK, HAMPSHIRE",20/06/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\PARK HOUSE UPPER WIELD ALRESFORD_12-03-2013.pdf,PARK HOUSE UPPER WIELD ALRESFORD,12/03/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\ROSE COTTAGE STEEP MARSH_31-01-2013.pdf,ROSE COTTAGE STEEP MARSH,31/01/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\RUSHES FARM BELL HILL, PETERSFIELD_19-12-2012.pdf","RUSHES FARM BELL HILL, PETERSFIELD",19/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\SEARLE AND TAYLOR HOUSE THE DENE, ROPLEY ALRESFORD SO24 0BH_31-07-2012.pdf","SEARLE AND TAYLOR HOUSE THE DENE, ROPLEY ALRESFORD SO24 0BH",31/07/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\SHEET SERVICE STATION_29-10-2012.pdf,SHEET SERVICE STATION,29/10/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\SHELDON HOUSE STEEP_14-02-2013.pdf,SHELDON HOUSE STEEP,14/02/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\ST. SAVIOUR'S CHURCH LISS_07-03-2013.pdf,ST. SAVIOUR'S CHURCH LISS,07/03/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\STEPS COTTAGE LOWER NEATHAM MILL LANE HOLYBOURNE ALTON_20-12-2012.pdf,STEPS COTTAGE LOWER NEATHAM MILL LANE HOLYBOURNE ALTON,20/12/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\THE CUMBRAES SOUTH TOWN ROAD, MEDSTEAD, ALTON, GU34 5PP_11-07-2013.pdf","THE CUMBRAES SOUTH TOWN ROAD, MEDSTEAD, ALTON, GU34 5PP",11/07/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\THE NEST SOUTH TOWN ROAD, MEDSTEAD, HAMPSHIRE_25-07-2013.pdf","THE NEST SOUTH TOWN ROAD, MEDSTEAD, HAMPSHIRE",25/07/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\THE RAMBLERS BIGHTON HILL, ROPLEY_01-07-2013.pdf","THE RAMBLERS BIGHTON HILL, ROPLEY",01/07/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\THE WINDMILL INN WINCHESTER RISE FOUR MARKS_28-02-2013.pdf,THE WINDMILL INN WINCHESTER RISE FOUR MARKS,28/02/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\UNIT 9 ABBEY BUSINESS PARK MONKS WALK FARNHAM SURREY GU9 8HT_19-12-2012.pdf,UNIT 9 ABBEY BUSINESS PARK MONKS WALK FARNHAM SURREY GU9 8HT,19/12/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\VALE FARM BENTWORTH ALTON_28-02-2013.pdf,VALE FARM BENTWORTH ALTON,28/02/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\WOODBINE COTTAGE GOATACRE ROAD, ALTON_31-07-2012.pdf","WOODBINE COTTAGE GOATACRE ROAD, ALTON",31/07/12,,,
JN24960,Box 09_Client Box 09\Unilat Undert Feb 12 - Oct 13\YEW TREE COTTAGE STAIRS HILL EMPSHOTT_15-03-2012.pdf,YEW TREE COTTAGE STAIRS HILL EMPSHOTT,15/03/12,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\-OAKWOOD- WIELD ROAD, MEDSTEAD, ALTON, HAMPSHIRE GU34 5NJ_16-04-2013.pdf","""OAKWOOD"" WIELD ROAD, MEDSTEAD, ALTON, HAMPSHIRE GU34 5NJ",16/04/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\1 AND 3 GLOUCESTER CLOSE, FOUR MARKS, ALTON, GU34 5HX_13-11-2014.pdf","1 AND 3 GLOUCESTER CLOSE, FOUR MARKS, ALTON, GU34 5HX",13/11/14,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\121 FOREST ROAD, LISS_03-10-2013.pdf","121 FOREST ROAD, LISS",03/10/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\14 LONDON ROAD, LIPHOOK, GU30 7AN_16-09-2013.pdf","14 LONDON ROAD, LIPHOOK, GU30 7AN",16/09/13,1710109762,484026.00,131656.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\16 GREEN STILE, MEDSTEAD, ALTON, GU34 5LR_02-11-2013.pdf","16 GREEN STILE, MEDSTEAD, ALTON, GU34 5LR",02/11/13,100060262892,465420.00,137015.90
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\18 WILL HALL CLOSE, ALTON, GU34 1QP_19-11-2015.pdf","18 WILL HALL CLOSE, ALTON, GU34 1QP",19/11/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\21A-21B LAVANT STREET, PETERSFIELD, GU32 3EL_12-11-2013.pdf","21A-21B LAVANT STREET, PETERSFIELD, GU32 3EL",12/11/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\22 HAVANT ROAD, HORNDEAN, WATERLOOVILLE_13-08-2013.pdf","22 HAVANT ROAD, HORNDEAN, WATERLOOVILLE",13/08/13,1710013394,470575.00,112982.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\28 BOROVERE LANE, ALTON, GU34 1PB_11-03-2014.pdf","28 BOROVERE LANE, ALTON, GU34 1PB",11/03/14,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\29 MINT ROAD, LISS, GU33 7DQ_11-02-2014.pdf","29 MINT ROAD, LISS, GU33 7DQ",11/02/14,1710040895,478725.00,128546.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\31 RAVEN SQUARE, ALTON, GU34 2LL_08-11-2013.pdf","31 RAVEN SQUARE, ALTON, GU34 2LL",08/11/13,10094119151,471969.15,140771.42
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\31 RAVEN SQUARE, ALTON, GU34 2LL_19-03-2014.pdf","31 RAVEN SQUARE, ALTON, GU34 2LL",19/03/14,10094119151,471969.15,140771.42
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\32 LONDON ROAD, LIPHOOK, GU30 7AN_11-09-2013.pdf","32 LONDON ROAD, LIPHOOK, GU30 7AN",11/09/13,100060276860,484101.00,131812.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\33 WINDMILL FIELDS, FOUR MARKS, ALTON, GU34 5HL_24-03-2014.pdf","33 WINDMILL FIELDS, FOUR MARKS, ALTON, GU34 5HL",24/03/14,1710006566,467052.00,135265.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\361 AND 363 LONDON ROAD, CLANFIELD, WATERLOOVILLE, PO8 0PJ_26-11-2015.pdf","361 AND 363 LONDON ROAD, CLANFIELD, WATERLOOVILLE, PO8 0PJ",26/11/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\55 WHITEDOWN, ALTON, GU34 1LU_19-03-2014.pdf","55 WHITEDOWN, ALTON, GU34 1LU",19/03/14,1710019104,471092.00,138939.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\6 DEEP DELL, HORNDEAN, WATERLOOVILLE, PO8 9DH_12-05-2014.pdf","6 DEEP DELL, HORNDEAN, WATERLOOVILLE, PO8 9DH",12/05/14,100060287401,469888.00,112195.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\61 HOGMOOR ROAD, WHITEHILL, BORDON, GU35 9ES_16-09-2013.pdf","61 HOGMOOR ROAD, WHITEHILL, BORDON, GU35 9ES",16/09/13,10094119333,478636.03,134449.95
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\63 HOGMOOR ROAD, WHITEHILL, BORDON, GU35 9ES_09-04-2014.pdf","63 HOGMOOR ROAD, WHITEHILL, BORDON, GU35 9ES",09/04/14,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\70 NORMANDY STREET, ALTON, GU34 1DE_18-11-2013.pdf","70 NORMANDY STREET, ALTON, GU34 1DE",18/11/13,1710026401,472044.00,139665.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\70 WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5HR_26-08-2015.pdf","70 WINCHESTER ROAD, FOUR MARKS, ALTON, GU34 5HR",26/08/15,100060267958,466790.00,135025.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\74 LYMINGTON BOTTOM ROAD, MEDSTEAD, ALTON, GU34 5EP_16-04-2014.pdf","74 LYMINGTON BOTTOM ROAD, MEDSTEAD, ALTON, GU34 5EP",16/04/14,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\78 FIVE HEADS ROAD, HORNDEAN, WATERLOOVILLE, PO8 9NZ_08-11-2013.pdf","78 FIVE HEADS ROAD, HORNDEAN, WATERLOOVILLE, PO8 9NZ",08/11/13,100060288048,469993.00,113698.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\8 CHAPEL STREET, PETERSFIELD, GU32 3DP_05-11-2013.pdf","8 CHAPEL STREET, PETERSFIELD, GU32 3DP",05/11/13,1710106791,474559.17,123333.44
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\81 LONDON ROAD, LIPHOOK, GU30 7SG_12-06-2014.pdf","81 LONDON ROAD, LIPHOOK, GU30 7SG",12/06/14,100060276895,484264.00,132422.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\ASHFORD FARM, ASHFORD LANE, STEEP, PETERSFIELD, GU32 1AA_13-08-2013.pdf","ASHFORD FARM, ASHFORD LANE, STEEP, PETERSFIELD, GU32 1AA",13/08/13,10009818312,474364.00,126688.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\ASHLING, LOVE LANE, PETERSFIELD, GU31 4BW_19-09-2013.pdf","ASHLING, LOVE LANE, PETERSFIELD, GU31 4BW",19/09/13,1710036115,475193.00,123666.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\BURNINGHAMS, SOUTH HAY LANE, KINGSLEY, BORDON, GU35 9NW_04-11-2013.pdf","BURNINGHAMS, SOUTH HAY LANE, KINGSLEY, BORDON, GU35 9NW",04/11/13,10009815382,477855.30,137949.20
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\CATTLEYS, RYEBRIDGE LANE, UPPER FROYLE, ALTON, GU34 4JX_11-09-2013.pdf","CATTLEYS, RYEBRIDGE LANE, UPPER FROYLE, ALTON, GU34 4JX",11/09/13,10009815583,475400.90,142720.70
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\COLT HOUSE, RYEBRIDGE LANE, UPPER FROYLE, ALTON, GU34 4JX_11-09-2013.pdf","COLT HOUSE, RYEBRIDGE LANE, UPPER FROYLE, ALTON, GU34 4JX",11/09/13,10009815581,475405.90,142726.10
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\FIELD VIEW, FARNHAM ROAD, LISS, HAMPSHIRE_02-03-2015.pdf","FIELD VIEW, FARNHAM ROAD, LISS, HAMPSHIRE",02/03/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\FIELD VIEW, FARNHAM ROAD, LISS, HAMPSHIRE_08-08-2013.pdf","FIELD VIEW, FARNHAM ROAD, LISS, HAMPSHIRE",08/08/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\FORGE COTTAGE, HIGH STREET, SELBORNE, ALTON, GU34 3JW_10-08-2015.pdf","FORGE COTTAGE, HIGH STREET, SELBORNE, ALTON, GU34 3JW",10/08/15,10032902708,474157.00,133617.66
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\FRENCHMANS ROAD, PETERSFIELD, HAMPSHIRE_20-01-2014.pdf","FRENCHMANS ROAD, PETERSFIELD, HAMPSHIRE",20/01/14,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\GLENMORE, 27 LYMINGTON BOTTOM, FOUR MARKS, ALTON, GU34 5AA AND 2 LYMINGTON RISE, FOUR MARKS, ALTON, GU34 5BA_09-03-2015.pdf","GLENMORE, 27 LYMINGTON BOTTOM, FOUR MARKS, ALTON, GU34 5AA AND 2 LYMINGTON RISE, FOUR MARKS, ALTON, GU34 5BA",09/03/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\GRAYSHOTT SPA, HEADLEY ROAD, GRAYSHOTT, HINDHEAD, GU26 6JJ_09-09-2013.pdf","GRAYSHOTT SPA, HEADLEY ROAD, GRAYSHOTT, HINDHEAD, GU26 6JJ",09/09/13,1710055895,485709.00,135718.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\HEWSHOTT LANE, LIPHOOK, HAMPSHIRE_26-02-2015_00001.pdf","HEWSHOTT LANE, LIPHOOK, HAMPSHIRE",26/02/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\HEWSHOTT LANE, LIPHOOK, HAMPSHIRE_26-02-2015.pdf","HEWSHOTT LANE, LIPHOOK, HAMPSHIRE",26/02/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\HILL FARM ROAD, MONKWOOD, ALRESFORD, SO24 0HG_31-12-2013.pdf","HILL FARM ROAD, MONKWOOD, ALRESFORD, SO24 0HG",31/12/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\HILL FARM, BENTLEY, FARNHAM, GU10 5HB_06-07-2015.pdf","HILL FARM, BENTLEY, FARNHAM, GU10 5HB",06/07/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\KOOKABURA HOUSE, GRAVEL HILL ROAD, HOLT POUND, FARNHAM, GU10 4LG_06-11-2014.pdf","KOOKABURA HOUSE, GRAVEL HILL ROAD, HOLT POUND, FARNHAM, GU10 4LG",06/11/14,100062322100,480740.00,142859.00
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND BETWEEN (THE GRANGE), 13-17 LONDON ROAD, HOLYBOURNE, ALTON_12-02-2014.pdf","LAND BETWEEN (THE GRANGE), 13-17 LONDON ROAD, HOLYBOURNE, ALTON",12/02/14,10032898776,472881.27,140460.42
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND EAST OF, WATERBROOK ROAD, ALTON, GU32 2UD_11-12-2013.pdf","LAND EAST OF, WATERBROOK ROAD, ALTON, GU32 2UD",11/12/13,,,
JN24960,Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND NORTH OF TRAFALGAR SQUARE_15-04-2015.pdf,LAND NORTH OF TRAFALGAR SQUARE,15/04/15,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND NORTH OF, GRAYSHOTT ROAD, HEADLEY DOWN, BORDON_19-06-2014.pdf","LAND NORTH OF, GRAYSHOTT ROAD, HEADLEY DOWN, BORDON",19/06/14,10032904348,484490.89,136495.04
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND ON THE SOUTH EAST SIDE OF LONDON ROAD, HOLYBOURNE, ALTON, HAMPSHIRE_06-08-2013.pdf","LAND ON THE SOUTH EAST SIDE OF LONDON ROAD, HOLYBOURNE, ALTON, HAMPSHIRE",06/08/13,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND REAR OF LITTLE OAKS, SARILEIGH, BODMIN COTTAGE AND HERRIES, THE SHRAVE, FOUR MARKS_10-01-2014.pdf","LAND REAR OF LITTLE OAKS, SARILEIGH, BODMIN COTTAGE AND HERRIES, THE SHRAVE, FOUR MARKS",10/01/14,,,
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND SOUTH OF, HEADLEY FIELDS, HEADLEY, BORDON_22-01-2014.pdf","LAND SOUTH OF, HEADLEY FIELDS, HEADLEY, BORDON",22/01/14,10090971972,482387.00,135855.18
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND TO THE WEST OF LYMINGTON FARM INDUSTRIAL ESTATE, LYMINGTON BOTTOM ROAD, FOUR MARKS, ALTON_03-02-2014.pdf","LAND TO THE WEST OF LYMINGTON FARM INDUSTRIAL ESTATE, LYMINGTON BOTTOM ROAD, FOUR MARKS, ALTON",03/02/14,10032906303,466219.44,135036.50
JN24960,"Box 09_Client Box 09\Unilat Undert November 13 - November 15\LAND WEST OF BAY TREE COTTAGE, MAIN ROAD, BENTLEY, FARNHAM, GU10 5HU_09-03-2015.pdf","LAND WEST OF BAY TREE COTTAGE, MAIN ROAD, BENTLEY, FARNHAM, GU10 5HU",09/03/15,,,
