Job Number,Filepath,Address,BS7666UPRN,Easting,Northing
JN24963,"Box 03\Froyle\Highfield, Froyle Road, Lower Froyle, Alton, GU34 4LS.pdf","Highfield, Froyle Road, Lower Froyle, Alton, GU34 4LS",10009815645,476060.8,144272
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Highfield, Froyle Road, Lower Froyle, Alton, GU34 4LS.pdf","Highfield, Froyle Road, Lower Froyle, Alton, GU34 4LS",10009815645,476060.8,144272
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Box House, Froyle Road, Lower Froyle, Alton, GU34 4LN.pdf","Box House, Froyle Road, Lower Froyle, Alton, GU34 4LN",10009815677,475708.6,144546.1
JN24963,"Box 03\Froyle\Misselbrook Farm, Ryebridge Lane, Upper Froyle, Alton, GU34 4LB.pdf","Misselbrook Farm, Ryebridge Lane, Upper Froyle, Alton, GU34 4LB",10009815686,475708.9,143205.3
JN24963,"Box 03\Froyle\Adams Field, Froyle Road, Lower Froyle, Alton, GU34 4LJ.pdf","Adams Field, Froyle Road, Lower Froyle, Alton, GU34 4LJ",10009815687,475947.2,144335.4
JN24963,"Box 03\Froyle\Cavendish House, Ryebridge Lane, Upper Froyle, Alton, GU34 4LD.pdf","Cavendish House, Ryebridge Lane, Upper Froyle, Alton, GU34 4LD",10009815692,476069.079535862,143709.046894782
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Mysts Of Tyme, Froyle Road, Lower Froyle, Alton, GU34 4LS.pdf","Mysts Of Tyme, Froyle Road, Lower Froyle, Alton, GU34 4LS",10009815694,476075,144261.8
JN24963,"Box 03\Froyle\Chandler's Yard, Froyle Road, Lower Froyle, Alton, GU34 4LS.pdf","Chandler's Yard, Froyle Road, Lower Froyle, Alton, GU34 4LS",10009815717,476148.4,144257.1
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Chandler's Yard, Froyle Road, Lower Froyle, Alton, GU34 4LS.pdf","Chandler's Yard, Froyle Road, Lower Froyle, Alton, GU34 4LS",10009815717,476148.4,144257.1
JN24963,"Box 03\Froyle\Holmwood, Froyle Road, Lower Froyle, Alton, GU34 4LT.pdf","Holmwood, Froyle Road, Lower Froyle, Alton, GU34 4LT",10009815718,476177.496,144226.699
JN24963,"Box 03\Froyle\Warren Cottage, Froyle Road, Lower Froyle, Alton, GU34 4LJ.pdf","Warren Cottage, Froyle Road, Lower Froyle, Alton, GU34 4LJ",10009815728,475926.9,144301.9
JN24963,"Box 03\Froyle\Old Dairy, Ryebridge Lane, Upper Froyle, Alton, GU34 4JP.pdf","Old Dairy, Ryebridge Lane, Upper Froyle, Alton, GU34 4JP",10009815744,475361.1,142609.3
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Old Dairy, Ryebridge Lane, Upper Froyle, Alton, GU34 4JP.pdf","Old Dairy, Ryebridge Lane, Upper Froyle, Alton, GU34 4JP",10009815744,475361.1,142609.3
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Lombardy House, Ryebridge Lane, Upper Froyle, Alton, GU34 4LD.pdf","Lombardy House, Ryebridge Lane, Upper Froyle, Alton, GU34 4LD",10009815746,476086.4,143847.6
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Little Rock, Froyle Road, Lower Froyle, Alton, GU34 4LN.pdf","Little Rock, Froyle Road, Lower Froyle, Alton, GU34 4LN",10009815775,475735.1,144562.5
JN24963,"Box 07\Bentley\Amberwell, Toad Hole Lane, Bentley, Alton, GU10 5JL.pdf","Amberwell, Toad Hole Lane, Bentley, Alton, GU10 5JL",10009815791,478665,144513.4
JN24963,"Box 11\Street No, Bentley Bentworth\Amberwell, Toad Hole Lane, Bentley, Alton, GU10 5JL.pdf","Amberwell, Toad Hole Lane, Bentley, Alton, GU10 5JL",10009815791,478665,144513.4
JN24963,"Box 13\PR Addresses Already Existing\The Lodge, Pax Hill, Bentley, Farnham, GU10 5NF.pdf","The Lodge, Pax Hill, Bentley, Farnham, GU10 5NF",10009815801,477783.4,143767.4
JN24963,"Box 07\Bentley\White Stables, Pax Hill, Bentley, Farnham, GU10 5NF.pdf","White Stables, Pax Hill, Bentley, Farnham, GU10 5NF",10009815802,477762.775,143797.095
JN24963,"Box 07\Bentley\Baileys Well, Hill Farm Lane, Bentley, Alton, GU10 5JL.pdf","Baileys Well, Hill Farm Lane, Bentley, Alton, GU10 5JL",10009815842,478741.3,144544.2
JN24963,"Box 06\Miscellaneous\The Old Police House, Main Road, Bentley, Farnham, GU10 5LN.pdf","The Old Police House, Main Road, Bentley, Farnham, GU10 5LN",10009815845,478508.68,143940.88
JN24963,"Box 11\Street No, Bentley Bentworth\Rose Cottage, Main Road, Bentley, Farnham, Alton, GU10 5JA.pdf","Rose Cottage, Main Road, Bentley, Farnham, Alton, GU10 5JA",10009815853,479074.2,144147.9
JN24963,"Box 07\Bentley\Broad Flood House, Main Road, Bentley, Farnham, GU10 5HU.pdf","Broad Flood House, Main Road, Bentley, Farnham, GU10 5HU",10009815858,478776.215,144044.58
JN24963,"Box 07\Bentley\The Well House, Bury Court Lane, Bentley, Farnham, GU10 5LZ.pdf","The Well House, Bury Court Lane, Bentley, Farnham, GU10 5LZ",10009815869,478216,145393.6
JN24963,"Box 11\Street No, Bentley Bentworth\The Well House, Bury Court Lane, Bentley, Farnham, GU10 5LZ.pdf","The Well House, Bury Court Lane, Bentley, Farnham, GU10 5LZ",10009815869,478216,145393.6
JN24963,"Box 11\Street No, Bentley Bentworth\The Kilns, Main Road, Bentley, Farnham, GU10 5NF.pdf","The Kilns, Main Road, Bentley, Farnham, GU10 5NF",10009815888,478017.7,143889.9
JN24963,"Box 08\Buriton\3 Dean Barn, Dean Barn Lane, Buriton, Petersfield, GU31 5SL.pdf","3 Dean Barn, Dean Barn Lane, Buriton, Petersfield, GU31 5SL",10009815901,473801.6,119521.9
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\3 Dean Barn, Dean Barn Lane, Buriton, Petersfield, GU31 5SL.pdf","3 Dean Barn, Dean Barn Lane, Buriton, Petersfield, GU31 5SL",10009815901,473801.6,119521.9
JN24963,"Box 11\Street No, Bentley Bentworth\Bury Court Cottage, Church Lane, Bentley, Farnham, GU10 5NA.pdf","Bury Court Cottage, Church Lane, Bentley, Farnham, GU10 5NA",10009815922,478299,144871
JN24963,"Box 06\Miscellaneous\Gardeners Cottage, Marsh House Lane, Bentley, Alton, Farnham, GU10 5JE.pdf","Gardeners Cottage, Marsh House Lane, Bentley, Alton, Farnham, GU10 5JE",10009815985,479769.05,144550.51
JN24963,"Box 10\Street No. Bramshott , Liphook M-Z\Amberley, Pines Road, Liphook, GU30 7PL.pdf","Amberley, Pines Road, Liphook, GU30 7PL",10009816092,482076.64,131678.92
JN24963,"Box 02\Street No. Liphook A-L\Vale Cottage, Conford Road, Conford, Liphook, GU30 7QW.pdf","Vale Cottage, Conford Road, Conford, Liphook, GU30 7QW",10009816118,482304.6,133111.7
JN24963,"Box 08\Bramshott & Liphook 2\Ashwood, Passfield Road, Passfield, Liphook, GU30 7RJ.pdf","Ashwood, Passfield Road, Passfield, Liphook, GU30 7RJ",10009816119,482172.8,133852.7
JN24963,"Box 10\Street No. Bramshott , Liphook M-Z\Ashwood, Passfield Road, Passfield, Liphook, GU30 7RJ.pdf","Ashwood, Passfield Road, Passfield, Liphook, GU30 7RJ",10009816119,482172.8,133852.7
JN24963,"Box 08\Bramshott & Liphook 2\Conford Park Hatch, Conford Road, Conford, Liphook, GU30 7QJ.pdf","Conford Park Hatch, Conford Road, Conford, Liphook, GU30 7QJ",10009816130,482735.5,132790.6
JN24963,"Box 02\Street No. Liphook A-L\Springfield, Conford Road, Conford, Liphook, GU30 7QW.pdf","Springfield, Conford Road, Conford, Liphook, GU30 7QW",10009816143,482215.8,133201.2
JN24963,"Box 08\Bramshott & Liphook 2\The Old Forge Farm, Conford Road, Conford, Liphook, GU30 7QW.pdf","The Old Forge Farm, Conford Road, Conford, Liphook, GU30 7QW",10009816158,482480,132948.2
JN24963,"Box 10\Street No. Heapley\Hope Cottage, Headley Fields, Headley, Bordon, GU35 8PX.pdf","Hope Cottage, Headley Fields, Headley, Bordon, GU35 8PX",10009816161,482214.8,135688
JN24963,"Box 02\Street No. Liphook A-L\Saddlers Court, Hill House Hill, Liphook, GU30 7PX.pdf","Saddlers Court, Hill House Hill, Liphook, GU30 7PX",10009816203,483065,132308
JN24963,"Box 10\Street No. Heapley\Ryecroft, West View Road, Headley Down, Bordon, GU35 8JS.pdf","Ryecroft, West View Road, Headley Down, Bordon, GU35 8JS",10009816285,484291.2,135932.4
JN24963,"Box 02\Street No. Liphook A-L\Pickwick House, Bramshott Chase Lane, Hindhead, GU26 6DG.pdf","Pickwick House, Bramshott Chase Lane, Hindhead, GU26 6DG",10009816675,486978.1,134019.7
JN24963,"Box 02\Street No. Liphook A-L\The White Lodge, Bramshott Chase Lane, Hindhead, GU26 6DG.pdf","The White Lodge, Bramshott Chase Lane, Hindhead, GU26 6DG",10009817148,487127.5,133975.3
JN24963,"Box 06\Miscellaneous\Cerysbrooke House, Seven Thorns Lane, Bramshott Chase, Hindhead, GU26 6DF.pdf","Cerysbrooke House, Seven Thorns Lane, Bramshott Chase, Hindhead, GU26 6DF",10009817443,487142,133881
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Holt Cottage, Fullers Road, Rowledge, Farnham, GU10 4DE.pdf","Holt Cottage, Fullers Road, Rowledge, Farnham, GU10 4DE",10009817500,481768.3,143489.4
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Copper Beeches, Dockenfield Road, Dockenfield, Farnham, GU10 4HA.pdf","Copper Beeches, Dockenfield Road, Dockenfield, Farnham, GU10 4HA",10009817521,481454.6,140943.9
JN24963,"Box 11\Street No, Bentley Bentworth\Magnolia Cottage, Farnham Road, Bentley, Farnham, GU10 5JH.pdf","Magnolia Cottage, Farnham Road, Bentley, Farnham, GU10 5JH",10009817529,480390,144443.2
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Cambridge House, Fullers Road, Rowledge, Farnham, GU10 4DF.pdf","Cambridge House, Fullers Road, Rowledge, Farnham, GU10 4DF",10009817542,481867.4,143533.5
JN24963,"Box 13\PR Addresses Already Existing\Northbrook House, Farnham Road, Bentley, Farnham, GU10 5EU.pdf","Northbrook House, Farnham Road, Bentley, Farnham, GU10 5EU",10009817572,480816.11,144772.03
JN24963,"Box 11\Street No, Bentley Bentworth\Northbrook, Farnham Road, Bentley, Farnham, GU10 5EU.pdf","Northbrook, Farnham Road, Bentley, Farnham, GU10 5EU",10009817591,480815.2,144774.4
JN24963,"Box 11\Street No, Bentley Bentworth\Mole House, Marsh House Lane, Bentley, Alton, GU10 5JH.pdf","Mole House, Marsh House Lane, Bentley, Alton, GU10 5JH",10009817592,480353.3,144416.93
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Tamworth House, Fullers Road, Rowledge, Farnham, GU10 4DF.pdf","Tamworth House, Fullers Road, Rowledge, Farnham, GU10 4DF",10009817598,481855.6,143496.38
JN24963,"Box 08\Binsted\Homefield, Fullers Road, Rowledge, Farnham, GU10 4LB.pdf","Homefield, Fullers Road, Rowledge, Farnham, GU10 4LB",10009817687,481604.8,143531.8
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Homefield, Fullers Road, Rowledge, Farnham, GU10 4LB.pdf","Homefield, Fullers Road, Rowledge, Farnham, GU10 4LB",10009817687,481604.8,143531.8
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Daintree, Fullers Road, Rowledge, Farnham, GU10 4LB.pdf","Daintree, Fullers Road, Rowledge, Farnham, GU10 4LB",10009817691,481555.6,143595.3
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Forest View House, Dockenfield Road, Dockenfield, Farnham, GU10 4HA.pdf","Forest View House, Dockenfield Road, Dockenfield, Farnham, GU10 4HA",10009817751,481368.13,140980.92
JN24963,"Box 08\Buriton\Buriton Village Hall, High Street, Buriton, Petersfield, GU31 5RX.pdf","Buriton Village Hall, High Street, Buriton, Petersfield, GU31 5RX",10009817781,473788.300031463,120111.085972822
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Poppy Briar, Fullers Road, Rowledge, Farnham, GU10 4DE.pdf","Poppy Briar, Fullers Road, Rowledge, Farnham, GU10 4DE",10009817831,481842.2,143502.3
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Glendeven, School Road, Rowledge, Farnham, GU10 4EJ.pdf","Glendeven, School Road, Rowledge, Farnham, GU10 4EJ",10009817899,482155.45,143120.45
JN24963,"Box 08\Binsted\Sheiling, Fullers Road, Rowledge, Farnham, GU10 4DE.pdf","Sheiling, Fullers Road, Rowledge, Farnham, GU10 4DE",10009817981,482013.34,143468.18
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\Seekings, King Lane, Froxfield, Petersfield, GU32 1DT.pdf","Seekings, King Lane, Froxfield, Petersfield, GU32 1DT",10009818064,471973.51,125826.39
JN24963,"Box 05\Ropley\Hampden, Stapley Lane, Ropley, Alresford, SO24 0EL.pdf","Hampden, Stapley Lane, Ropley, Alresford, SO24 0EL",10009818065,464727,130647
JN24963,"Box 12\PR Addresses 01\Land south of Forest Brow Residential Home, Forest Road, Liss.pdf","Land south of Forest Brow Residential Home, Forest Road, Liss",10009818191,478131.231108344,128645.68
JN24963,"Box 12\PR Addresses 01\Upper Parsonage Farm, Harvesting Lane, East Meon, Petersfield, GU32 1QR.pdf","Upper Parsonage Farm, Harvesting Lane, East Meon, Petersfield, GU32 1QR",10009818232,470192.3,120294.5
JN24963,"Box 12\PR Addresses 01\Selborne House, 4 Abbeydore Close, Headley, Bordon, GU35 8PA.pdf","Selborne House, 4 Abbeydore Close, Headley, Bordon, GU35 8PA",10009818269,482164.6,136388.8
JN24963,"Box 05\Ropley\Monkwood Farm, Petersfield Road, Monkwood, Alresford, SO24 0HB.pdf","Monkwood Farm, Petersfield Road, Monkwood, Alresford, SO24 0HB",10009818270,467025.05,131165.69
JN24963,"Box 06\Bordon\Bluebell Wood, Oakhanger Road, Oakhanger, Bordon, GU35 9JW.pdf","Bluebell Wood, Oakhanger Road, Oakhanger, Bordon, GU35 9JW",10009818271,477029.6,136627.9
JN24963,"Box 05\Steep\Ashford Farm, Ashford Lane, Steep, Petersfield, GU32 1AA.pdf","Ashford Farm, Ashford Lane, Steep, Petersfield, GU32 1AA",10009818312,474364,126688
JN24963,"Box 10\Street No. Heapley\Brambles, Sunnyside Road, Headley Down, Bordon, GU35 8EX.pdf","Brambles, Sunnyside Road, Headley Down, Bordon, GU35 8EX",10009818316,484223,135833
JN24963,"Box 12\PR Addresses 01\Twizzletwig, Whitehill Road, Standford, Bordon, GU35 8QT.pdf","Twizzletwig, Whitehill Road, Standford, Bordon, GU35 8QT",10009818341,481416.66,134504.55
JN24963,"Box 10\Street No. Heapley\Magpies, Standford Hill, Standford, Bordon, GU35 8QX.pdf","Magpies, Standford Hill, Standford, Bordon, GU35 8QX",10009818381,481420.3,134451.1
JN24963,"Box 03\Colemore & Priors Dean\Upper Blackdown Farm, Monkey Lane, Colemore, Alton, Petersfield, GU32 1EL.pdf","Upper Blackdown Farm, Monkey Lane, Colemore, Alton, Petersfield, GU32 1EL",10009818391,471476.4,129267
JN24963,"Box 12\PR Addresses 01\Upper Blackdown Farm, Monkey Lane, Colemore, Alton, Petersfield, GU32 1EL.pdf","Upper Blackdown Farm, Monkey Lane, Colemore, Alton, Petersfield, GU32 1EL",10009818391,471476.4,129267
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Upper Blackdown Farm, Monkey Lane, Colemore, Alton, Petersfield, GU32 1EL.pdf","Upper Blackdown Farm, Monkey Lane, Colemore, Alton, Petersfield, GU32 1EL",10009818391,471476.4,129267
JN24963,"Box 05\Medstead\Homefield House, Homestead Road, Medstead, Alton, GU34 5PW.pdf","Homefield House, Homestead Road, Medstead, Alton, GU34 5PW",10009818412,465640.4,136635
JN24963,"Box 01\Street No. Rowlands Castle\The Brambles, Pratts Lane, Steep Marsh, Petersfield, GU32 2BL.pdf","The Brambles, Pratts Lane, Steep Marsh, Petersfield, GU32 2BL",10009818426,475597,126313.8
JN24963,"Box 12\PR Addresses 01\Park Farm Dairy, Blackmoor Road, Blackmoor, Liss, GU33 6BG.pdf","Park Farm Dairy, Blackmoor Road, Blackmoor, Liss, GU33 6BG",10009818441,478224.0841145,132182.943229
JN24963,"Box 13\PR Addresses Already Existing\3 Amberley Mews, Amery Hill, Alton, GU34 1HJ.pdf","3 Amberley Mews, Amery Hill, Alton, GU34 1HJ",10009818472,471581.6,139559.3
JN24963,"Box 12\PR Addresses 01\Tonard Motor Company, Crabtree Lane, Headley, Bordon, GU35 8QE.pdf","Tonard Motor Company, Crabtree Lane, Headley, Bordon, GU35 8QE",10009818482,482286,136159
JN24963,"Box 12\PR Addresses 02\The Old Dairy, Home Farm, Petersfield Road, Ropley, Alresford, SO24 0EF.pdf","The Old Dairy, Home Farm, Petersfield Road, Ropley, Alresford, SO24 0EF",10009818484,463070,131456
JN24963,"Box 05\Shalden\Arc House, Old Odiham Road, Shalden, Alton, GU34 4BU.pdf","Arc House, Old Odiham Road, Shalden, Alton, GU34 4BU",10009818494,471408.1283865,142182.9418425
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\West Barn, King Lane, Froxfield, Petersfield, GU32 1DT.pdf","West Barn, King Lane, Froxfield, Petersfield, GU32 1DT",10009818506,471945.545,125817.995
JN24963,"Box 12\PR Addresses 01\West Barn, King Lane, Froxfield, Petersfield, GU32 1DT.pdf","West Barn, King Lane, Froxfield, Petersfield, GU32 1DT",10009818506,471945.545,125817.995
JN24963,"Box 12\PR Addresses 01\The Wickham Institute, Church Street, Binsted, Alton, GU34 4NX.pdf","The Wickham Institute, Church Street, Binsted, Alton, GU34 4NX",10009818524,477204,140917
JN24963,"Box 02\Street No. M'Stead Newton Valence\Millbrook Lodge, Grosvenor Road, Medstead, Alton, GU34 5JE.pdf","Millbrook Lodge, Grosvenor Road, Medstead, Alton, GU34 5JE",10009818526,465327.8,134895.6
JN24963,"Box 13\PR Addresses Already Existing\Southleigh Landfill Site, Emsworth Common Road, Rowlands Castle, Havant.pdf","Southleigh Landfill Site, Emsworth Common Road, Rowlands Castle, Havant",10009818534,473894.736046,108500.5184235
JN24963,"Box 11\Street No, Bentley Bentworth\Beech Copse, Holt End Lane, Bentworth, Alton, GU34 5LF.pdf","Beech Copse, Holt End Lane, Bentworth, Alton, GU34 5LF",10009818538,466122.5,139236.3
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\Spott Cottage, Broad Way, Froxfield, Petersfield, GU32 1DH.pdf","Spott Cottage, Broad Way, Froxfield, Petersfield, GU32 1DH",10009818541,470378,125651
JN24963,"Box 12\PR Addresses 01\Bootmenders Cottage, Broad Way, Froxfield, Petersfield, GU32 1DT.pdf","Bootmenders Cottage, Broad Way, Froxfield, Petersfield, GU32 1DT",10009818547,472319,125737.1
JN24963,"Box 13\PR Adresses 04\Bootmenders Cottage, Broad Way, Froxfield, Petersfield, GU32 1DT.pdf","Bootmenders Cottage, Broad Way, Froxfield, Petersfield, GU32 1DT",10009818547,472319,125737.1
JN24963,"Box 05\Liss\Autumn Cottage, 4A Western Road, Liss, GU33 7AG.pdf","Autumn Cottage, 4A Western Road, Liss, GU33 7AG",10009818562,477649.03,127802.91
JN24963,"Box 09\Street No. Liss N-Z\Autumn Cottage, 4A Western Road, Liss, GU33 7AG.pdf","Autumn Cottage, 4A Western Road, Liss, GU33 7AG",10009818562,477649.03,127802.91
JN24963,"Box 12\PR Addresses 02\Land north of Lower Bordean Farm, Winchester Road, Bordean, Petersfield.pdf","Land north of Lower Bordean Farm, Winchester Road, Bordean, Petersfield",10009818565,469353.743713023,125014.15281061
JN24963,"Box 05\Greatham\Greatham Village Hall, Petersfield Road, Greatham, Liss, GU33 6EY.pdf","Greatham Village Hall, Petersfield Road, Greatham, Liss, GU33 6EY",10009818591,477552.3,130727.54
JN24963,"Box 12\PR Addresses 02\Land adjoining Clarks Cottage, Huntsbottom Lane, Liss.pdf","Land adjoining Clarks Cottage, Huntsbottom Lane, Liss",10009818600,478575.3,127461
JN24963,"Box 05\Liss\Northerwood, Hill Brow Road, Liss, GU33 7PX.pdf","Northerwood, Hill Brow Road, Liss, GU33 7PX",10009818637,478824.97,126685.2
JN24963,"Box 03\East Meon\Churchgate House, 19 The Green, East Meon, Petersfield, GU32 1QT.pdf","Churchgate House, 19 The Green, East Meon, Petersfield, GU32 1QT",10009818662,467737.835,122065.285
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Churchgate House, 19 The Green, East Meon, Petersfield, GU32 1QT.pdf","Churchgate House, 19 The Green, East Meon, Petersfield, GU32 1QT",10009818662,467737.835,122065.285
JN24963,"Box 12\PR Addresses 01\90 New Road, Clanfield, Waterlooville, PO8 0NJ.pdf","90 New Road, Clanfield, Waterlooville, PO8 0NJ",10009818672,470181,115955.2
JN24963,"Box 12\PR Addresses 01\2 Wellsworth Lane, Rowlands Castle, PO9 6BY.pdf","2 Wellsworth Lane, Rowlands Castle, PO9 6BY",10009818677,473111.9,111280
JN24963,"Box 12\PR Addresses 02\Land adjoining Linden Lea, Mill Road, Liss.pdf","Land adjoining Linden Lea, Mill Road, Liss",10009818682,477903,127671
JN24963,"Box 13\Street No. Alton H-R\The Wey Bridge, 20 High Street, Alton, GU34 1BN.pdf","The Wey Bridge, 20 High Street, Alton, GU34 1BN",10009818735,471810.79,139435.465
JN24963,"Box 12\PR Addresses 01\5 Garden Mews, Park Road, Petersfield, GU32 3DG.pdf","5 Garden Mews, Park Road, Petersfield, GU32 3DG",10009818747,474755.145,123316.685
JN24963,"Box 12\PR Addresses 01\27B High Street, Petersfield, GU32 3JR.pdf","27B High Street, Petersfield, GU32 3JR",10009818753,474801.01,123216.21
JN24963,"Box 12\PR Addresses 01\15 Herne Road, Petersfield, GU31 4DP.pdf","15 Herne Road, Petersfield, GU31 4DP",10009818778,475114.3,123236.2
JN24963,"Box 01\Street No. Rowlands Castle\Meadowlands, Pratts Lane, Steep Marsh, Petersfield, GU32 2BL.pdf","Meadowlands, Pratts Lane, Steep Marsh, Petersfield, GU32 2BL",10009818802,475576.1,126299.2
JN24963,"Box 12\PR Addresses 01\Meadowlands, Pratts Lane, Steep Marsh, Petersfield, GU32 2BL.pdf","Meadowlands, Pratts Lane, Steep Marsh, Petersfield, GU32 2BL",10009818802,475576.1,126299.2
JN24963,"Box 07\Loose\Alton Maltings Centre, Maltings Close, Alton, GU34 1DT.pdf","Alton Maltings Centre, Maltings Close, Alton, GU34 1DT",10009818826,471872.727604167,139063.381250002
JN24963,"Box 13\Street No. Alton H-R\Alton Maltings Centre, Maltings Close, Alton, GU34 1DT.pdf","Alton Maltings Centre, Maltings Close, Alton, GU34 1DT",10009818826,471872.727604167,139063.381250002
JN24963,"Box 12\PR Addresses 02\Electricity Sub Station, Mill Lane, Alton, GU34 2QG.pdf","Electricity Sub Station, Mill Lane, Alton, GU34 2QG",10009818849,472741,139761.3
JN24963,"Box 13\PR Addresses Already Existing\Electricity Sub Station, Mill Lane, Alton, GU34 2QG.pdf","Electricity Sub Station, Mill Lane, Alton, GU34 2QG",10009818849,472741,139761.3
JN24963,"Box 13\PR Addresses Already Existing\West Ridge House, London Road, Hill Brow, Liss, GU33 7PB.pdf","West Ridge House, London Road, Hill Brow, Liss, GU33 7PB",10009818947,479296.5,126922.6
JN24963,"Box 13\PR Addresses Already Existing\West Ridge House, London Road, Hill Brow, Liss, GU33 7PB_00001.pdf","West Ridge House, London Road, Hill Brow, Liss, GU33 7PB",10009818947,479296.5,126922.6
JN24963,"Box 12\PR Addresses 01\Hitchwood House, West View Road, Headley Down, Bordon, GU35 8JS.pdf","Hitchwood House, West View Road, Headley Down, Bordon, GU35 8JS",10009818955,484219.1,135971.2
JN24963,"Box 12\PR Addresses 01\Coomers, Petersfield Road, Ropley, Alresford, SO24 0EF.pdf","Coomers, Petersfield Road, Ropley, Alresford, SO24 0EF",10009818988,463144,131513
JN24963,"Box 02\Street No. Liphook A-L\28A Hazelbank Close, Liphook, GU30 7BZ.pdf","28A Hazelbank Close, Liphook, GU30 7BZ",10009819005,484916,131666
JN24963,"Box 12\PR Addresses 01\Land west of Argyll Farm, Ashford Lane, Steep, Petersfield.pdf","Land west of Argyll Farm, Ashford Lane, Steep, Petersfield",10009819014,474556,126615
JN24963,"Box 02\Street No. Horndean A-E\11 Bourne Close, Horndean, Waterlooville, PO8 9JF.pdf","11 Bourne Close, Horndean, Waterlooville, PO8 9JF",10009819045,469813,112834.9
JN24963,"Box 04\Lasham\11 Bourne Close, Horndean, Waterlooville, PO8 9JF.pdf","11 Bourne Close, Horndean, Waterlooville, PO8 9JF",10009819045,469813,112834.9
JN24963,"Box 07\Loose\Connaught House, 56 Connaught Way, Alton, GU34 1UB.pdf","Connaught House, 56 Connaught Way, Alton, GU34 1UB",10009819067,470712.83,138463.15
JN24963,"Box 13\Street No. Alton A-G\Connaught House, 56 Connaught Way, Alton, GU34 1UB.pdf","Connaught House, 56 Connaught Way, Alton, GU34 1UB",10009819067,470712.83,138463.15
JN24963,"Box 07\Loose\31 Florence Way, Alton, GU34 1UG.pdf","31 Florence Way, Alton, GU34 1UG",10009819068,470504.9,138169.6
JN24963,"Box 06\Miscellaneous\Curlew House, 21 The Green, East Meon, Petersfield, GU32 1QT.pdf","Curlew House, 21 The Green, East Meon, Petersfield, GU32 1QT",10009819079,467745.575,122065.175
JN24963,"Box 12\PR Addresses 01\Penrose, Soldridge Road, Medstead, Alton, GU34 5JF.pdf","Penrose, Soldridge Road, Medstead, Alton, GU34 5JF",10009819088,465815.3,135737.2
JN24963,"Box 10\Street No. Heapley\Acire, Liphook Road, Headley, Bordon, GU35 8NG.pdf","Acire, Liphook Road, Headley, Bordon, GU35 8NG",10009819089,482603.64,135835.95
JN24963,"Box 13\Street No. Alton A-G\Swan Barn, Draymans Way, Alton, GU34 1GA.pdf","Swan Barn, Draymans Way, Alton, GU34 1GA",10009819135,471788.6,139280.6
JN24963,"Box 12\PR Addresses 02\Holly Cottage, The Criddle, Ramsdean, Petersfield, GU32 1RT.pdf","Holly Cottage, The Criddle, Ramsdean, Petersfield, GU32 1RT",10009819136,471580.8,122001.8
JN24963,"Box 13\PR Addresses Already Existing\Holly Cottage, The Criddle, Ramsdean, Petersfield, GU32 1RT.pdf","Holly Cottage, The Criddle, Ramsdean, Petersfield, GU32 1RT",10009819136,471580.8,122001.8
JN24963,"Box 01\Street No. Rowlands Castle\Yard Farm, Bradshott Lane, Blackmoor, Liss, GU33 6DE.pdf","Yard Farm, Bradshott Lane, Blackmoor, Liss, GU33 6DE",10009819145,476110.3434105,132148.225826
JN24963,"Box 12\PR Addresses 02\Studwell Yard, Petersfield Road, Monkwood, Alresford, SO24 0HG.pdf","Studwell Yard, Petersfield Road, Monkwood, Alresford, SO24 0HG",10009819164,466901.5,130710.6
JN24963,"Box 10\Street No. Horndean M-Z\19 Whitehaven, Horndean, Waterlooville, PO8 0DN.pdf","19 Whitehaven, Horndean, Waterlooville, PO8 0DN",10009819185,470923.18,112508.24
JN24963,"Box 12\PR Addresses 02\19 Whitehaven, Horndean, Waterlooville, PO8 0DN.pdf","19 Whitehaven, Horndean, Waterlooville, PO8 0DN",10009819185,470923.18,112508.24
